id,user_id,event_id,session_id,check_in_time,qr_token
c385589c-c688-4b51-8138-ee796cc4423e,cf2986c4-d916-49b8-8af8-e907fca9b690,f01f72af-b8b9-4307-8d0d-ab4268c4eeac,,2026-03-13 15:19:21.960,qr_ffafd001
f88a59e3-1904-4ac8-aa1a-0ecfbd6c1305,e3842d3b-61c1-4097-bc78-5052a269e064,a9bf4219-948f-4957-9e45-5e4949aaa023,,2026-03-01 15:19:21.961,qr_32522cd2
ede95dbc-f053-4c6f-b2e7-e31232bb40e6,10eed5ff-8933-404e-aadb-5864f036e0ea,753d1fa8-d7c2-4240-80b1-7b875fbac6f7,,2026-02-22 15:19:21.962,qr_980cd5fa
a28a4d11-b7e8-469e-b649-f620b0782814,c73880b0-8c40-4b5c-aae9-8d81004c8326,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-03-04 15:19:21.962,qr_dcad0cfb
1ac8dbcf-1dc2-4898-b33c-dc5947b0fed9,eeabf25d-0b51-41f3-9790-3cde3dd052ce,867f0884-1b6f-4505-90e9-9177f1fdcb17,,2026-03-11 15:19:21.963,qr_75fc3ae4
f5f6c67a-0d9b-432b-810d-052eb8be0c18,08451ca8-2fb6-45a5-8029-f7df481edc36,8ae1627b-fab3-402f-813a-1ba81dfee355,,2026-03-04 15:19:21.964,qr_8965e383
ed85ef53-7fc5-452c-b765-e255a7db369c,f63ec813-3a1c-45d8-9b48-42a3485a1f8b,9d6b03e7-6dd6-4592-9eeb-d9e3bd85567d,,2026-03-08 15:19:21.964,qr_788fad46
5090ebad-923d-4b1b-9b4d-262aca8b7a31,d7e099b1-1ca7-4dac-b107-08f3c7106a60,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-03-04 15:19:21.965,qr_0ec3127c
4f43aee2-138a-4561-acf5-5ed2f7f6e165,bc9f4495-ac87-426a-b3fc-e9d762c9ccd6,273915ba-cb64-45ea-8921-f1a49234eb3e,,2026-03-07 15:19:21.966,qr_a590dc92
8eb7d893-1e6b-4db0-8716-1d6c786e543b,c208b9fc-90ea-44bd-bb94-e769a38d8ab2,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,,2026-03-06 15:19:21.966,qr_1678d167
78bac157-9d86-4815-b849-101ea3793235,43041815-e118-4049-a65c-928ce5079c0d,871cedb9-06fe-4175-a3fa-839a14c53219,,2026-03-04 15:19:21.967,qr_37fab3a9
7f985457-a2e5-4713-8705-b78cfcbb009d,efa4c015-3136-4a8c-9dcb-7986d2163674,753d1fa8-d7c2-4240-80b1-7b875fbac6f7,,2026-02-26 15:19:21.967,qr_cb172037
9e93ede1-9f16-40da-b8d8-81973f484055,4fac1881-cc71-495d-a004-d77eca388801,076677af-ae78-4f4d-a0a4-fed320324add,,2026-02-18 15:19:21.968,qr_4aecce6a
430ba466-5a36-4c36-8522-b0f023e8fb67,2efa3ce3-3b7d-45a1-a621-4cd17a461aaa,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-02-20 15:19:21.968,qr_dace6d61
3a6e0854-c10c-4aea-b69c-cb3189cd9132,cb2888ed-5460-4728-8b91-ed750b2268b5,67cb0aa5-09e1-40b9-b140-bfca04307b59,,2026-03-01 15:19:21.969,qr_f0073a76
b0f47bdf-2a6c-4191-b469-208a646a1ff9,c208b9fc-90ea-44bd-bb94-e769a38d8ab2,273915ba-cb64-45ea-8921-f1a49234eb3e,,2026-03-16 15:19:21.969,qr_87def7df
b635962c-18ee-4ee2-89e4-a7816a1d9cb7,dac76df2-ffa2-457e-9a2d-424bcd283830,ebfcf253-670a-4ee8-a549-32498bdca5ff,,2026-03-01 15:19:21.970,qr_2474d7f0
1e640e95-8d53-4c54-8b49-14f536d654c4,04703585-1f4d-4f1e-8ef9-bdde517013c2,a9bf4219-948f-4957-9e45-5e4949aaa023,,2026-03-12 15:19:21.970,qr_62b18b88
f06d987d-d5ce-47ed-abbd-690619d136a9,3e760ba7-bdbf-475b-96de-909113eab75f,17421e06-2d29-46bf-b4cc-96fdd85e0723,,2026-02-23 15:19:21.971,qr_ad98bb14
6347cbbc-6d04-4867-be7d-9bd650200bf3,23e3fae9-7ada-483a-95e6-5c38a7732942,871cedb9-06fe-4175-a3fa-839a14c53219,,2026-02-24 15:19:21.972,qr_0f2ff7a6
4e112a6e-cf72-419a-b954-87e7bc8ad476,3189a985-4b72-42f8-b615-cd01c585ca88,0cb1256f-a596-4972-9538-58c4d7998883,,2026-02-19 15:19:21.972,qr_9d9cc82e
5ccc9b19-a9a9-439a-936c-948dbf84e3ce,82b86e28-380b-49a1-b39f-71fe625a8c30,0cb1256f-a596-4972-9538-58c4d7998883,,2026-03-09 15:19:21.973,qr_dbc652e0
4679a5a5-eb88-467c-88c8-923602575089,10eed5ff-8933-404e-aadb-5864f036e0ea,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,,2026-03-07 15:19:21.974,qr_540ac67a
3ab4b735-cbc6-4360-8f6b-95740709006d,49594c00-b1d0-498a-b817-a7211fcb2f37,d5dfcb90-4f5c-4ce0-9225-e0ce92aea046,,2026-03-06 15:19:21.974,qr_f5c57739
862f2aa6-fdaa-42d6-9e30-79e4133e4d44,82b86e28-380b-49a1-b39f-71fe625a8c30,b1ec34d9-b435-41d5-859f-0d3786111920,,2026-02-26 15:19:21.975,qr_c7d105cd
503c7619-94bd-4257-94ba-e62d1f8a20fd,cb2888ed-5460-4728-8b91-ed750b2268b5,c477818f-9cc3-47b7-9a8e-f596f39db643,,2026-02-22 15:19:21.976,qr_a99958f9
b2cbf913-2d58-4bfd-8f82-851f40ee6cf6,5bc04554-35d1-466a-901e-bf6a4e02a811,724764e7-ff07-470c-b57a-99c5236e77ee,,2026-02-23 15:19:21.976,qr_22acc0bd
9fceb4c6-1533-4fcc-949d-5322e00e89c2,2de5ebdf-3cc8-4789-ba23-39749abc265a,8ae1627b-fab3-402f-813a-1ba81dfee355,,2026-03-02 15:19:21.977,qr_ff502c4d
defea5dd-0cb4-432e-90fd-f9db5ea21190,50cc7cdb-c012-453f-bd55-cfc143c04a1a,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-03-01 15:19:21.978,qr_b46273cc
75c9babc-31cb-44f6-9d34-1d8eb5bdc4cc,34e8dde8-ebdf-495f-81df-934a49797b36,0cb1256f-a596-4972-9538-58c4d7998883,,2026-02-21 15:19:21.978,qr_19487a91
0fda4f11-2ead-466c-aaaf-14424d8d87e0,c208b9fc-90ea-44bd-bb94-e769a38d8ab2,a418507d-2dda-4574-b28f-a7944c7b99fe,,2026-02-19 15:19:21.979,qr_c26196c0
9500d9d4-34cb-4eb1-9077-d3414a50d546,49594c00-b1d0-498a-b817-a7211fcb2f37,149dca0c-2d06-402a-a468-0d667c3f9728,,2026-02-22 15:19:21.980,qr_01bb6d28
33a16ef0-83d4-4e74-b278-332d4ca21c8d,7bb8482a-941c-4fd3-ba41-cca1c440a836,17421e06-2d29-46bf-b4cc-96fdd85e0723,,2026-03-04 15:19:21.981,qr_bf2f8bf3
26fca95c-40a3-4fc7-803a-55abb33359d4,b5dc73f3-d386-47b1-af5d-75e80b4e8ab7,9009c29d-cd16-4a41-8ca4-87e78cabe5b4,,2026-03-01 15:19:21.981,qr_d15c2fda
a6032178-c079-4e7a-8327-aaf7dc89f399,04316eb6-7108-4e8f-ad21-402bd71bc009,8ab136db-af7e-4428-a861-1d9c21aad10e,,2026-03-14 15:19:21.982,qr_e2b77b43
5fabe6c8-f919-4c52-8dcc-324ba610cd37,0422ae3e-ed16-4148-bfb9-923969f0bcd6,ace01c06-4677-40cd-bb1d-0ce2e8630fef,,2026-03-14 15:19:21.983,qr_5a8fb46f
dfbdb752-7e23-42e2-9b6c-86ea85f56953,5a807382-4737-441b-9a14-a54fa18fd508,18cd5b92-d2c7-44c4-be1e-ee76bddf90f7,,2026-02-23 15:19:21.984,qr_cc20d820
899ed3d5-e5b2-4c73-8f3c-bd6bd76d37a1,a91dac93-377c-48e1-97b0-4eb3b61e53a3,90ec8d7a-0a80-4ec0-8221-29c4bed09b78,,2026-02-21 15:19:21.984,qr_dcb2ce45
c23e600e-4a48-45a3-8ce2-8ca4bf371453,d7e099b1-1ca7-4dac-b107-08f3c7106a60,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-03-11 15:19:21.985,qr_c19d0b9b
9e7ab4d2-3ec7-44c9-a41f-8d01e5265825,08451ca8-2fb6-45a5-8029-f7df481edc36,273915ba-cb64-45ea-8921-f1a49234eb3e,,2026-02-25 15:19:21.985,qr_66dce333
6c0160ab-ac5f-4bdb-a766-86a1107a84c6,35637bf2-1c66-4a9f-a7e5-c49114d0198b,025164fb-b247-405d-a6ef-87432c7a883d,,2026-02-28 15:19:21.986,qr_a1962217
93aac962-330c-4c7b-adee-d31bb6f42a43,0eb813bd-3187-4f0c-9b28-012709bdd46c,025164fb-b247-405d-a6ef-87432c7a883d,,2026-02-21 15:19:21.987,qr_04cc8c28
705c5f62-bd54-415f-9136-84759a3809fe,f63ec813-3a1c-45d8-9b48-42a3485a1f8b,025164fb-b247-405d-a6ef-87432c7a883d,,2026-03-14 15:19:21.988,qr_59b0ac86
45817d3e-9c10-4dc7-b570-dda8e18fe6de,81f417cb-ce9d-4fa2-b08e-6f898e1edbeb,8ae1627b-fab3-402f-813a-1ba81dfee355,,2026-03-08 15:19:21.988,qr_b45644d5
d833afe7-548e-4d4e-af81-3341f2ca54c8,43a0fe9d-2407-4be8-94db-299355410786,8ae1627b-fab3-402f-813a-1ba81dfee355,,2026-02-21 15:19:21.989,qr_037a29a3
5e2ed34c-2099-4025-b504-f66e7e90ebd8,d34480a3-d6fa-4d5f-8525-7e6b8eca7dd1,f3fa6d13-f146-4a6f-bca9-c8aaacb7c180,,2026-03-06 15:19:21.990,qr_221082b7
57bc4ef7-16d3-4228-bdf6-ef71968db982,60055c90-72ab-406c-88e8-6ec240e43d64,f907683b-b38f-46bd-a7a8-7afd898246fa,,2026-03-06 15:19:21.991,qr_892fe34b
542dbf76-22be-415e-a9ab-0cfd554f8ac4,952f67ab-b948-48a4-8c56-abc73d5ef2d4,f01f72af-b8b9-4307-8d0d-ab4268c4eeac,,2026-03-15 15:19:21.992,qr_dafb8fb1
e295e037-9938-40bc-8c99-5d407e14d90a,f90791e3-62d3-4448-832c-58e6a9b762c2,18cd5b92-d2c7-44c4-be1e-ee76bddf90f7,,2026-03-04 15:19:21.992,qr_788b7817
ee40e098-f265-4aef-9a77-2ca77c1dd4e9,9a294617-64a1-44ee-8aff-7bbec1b6d97e,90ec8d7a-0a80-4ec0-8221-29c4bed09b78,,2026-03-13 15:19:21.993,qr_144d7613
37816e5d-a24a-4109-9a5d-7eb83a33a3dd,5bc04554-35d1-466a-901e-bf6a4e02a811,871cedb9-06fe-4175-a3fa-839a14c53219,,2026-03-01 15:19:21.993,qr_68ce2cac
5098ccab-20d9-4ba3-82ff-7fdaf0f39628,5a807382-4737-441b-9a14-a54fa18fd508,a418507d-2dda-4574-b28f-a7944c7b99fe,,2026-02-20 15:19:21.994,qr_9be4f2b7
cb9b3b69-121e-4507-b684-58e32d2f9d96,99624f39-44a6-4f50-82a1-86b4498ab5d6,149dca0c-2d06-402a-a468-0d667c3f9728,,2026-03-13 15:19:21.994,qr_6888f775
722e1c0c-8177-4032-a808-44c9a5be9398,1b27cbc4-3a52-472a-b4f7-b711f90600ba,4fa771ca-11d2-4a7d-830a-809082703291,,2026-02-17 15:19:21.995,qr_8d49ca73
fca9b98e-2e8e-4d1f-b10d-4b66255e6091,b5ed048e-87ea-4e0e-b843-70a8c3800821,871cedb9-06fe-4175-a3fa-839a14c53219,,2026-03-11 15:19:21.996,qr_bbf4b0bc
1eeb4c15-e36d-484b-88cf-a745b633d4dc,cffaf07c-5e91-4c30-bf7f-63779a296454,d45ccda3-7a54-4539-9841-03584afff27f,,2026-03-02 15:19:21.996,qr_376a5897
ceee3480-a80d-4b42-945a-8791513f9827,88d0cb02-6bcb-4a1d-a8f3-497be5527524,db5552dd-91c6-49c0-bdbb-a6ad72fe9967,,2026-03-17 15:19:21.997,qr_42d4d014
867d21ed-cf65-4fb7-9f6b-4066fc8fe9bd,49594c00-b1d0-498a-b817-a7211fcb2f37,025164fb-b247-405d-a6ef-87432c7a883d,,2026-03-18 15:19:21.998,qr_00be2719
48da0929-4f01-47d4-a73d-d95cc85494ef,cf2986c4-d916-49b8-8af8-e907fca9b690,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-02-19 15:19:21.999,qr_fd6cc516
aa2e1bf8-9bf8-44e8-b525-f345c84ff5f1,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,f01f72af-b8b9-4307-8d0d-ab4268c4eeac,,2026-03-15 15:19:22.000,qr_3eb429f6
e1bad1f3-bdd2-42c0-adbe-21166c84859f,60cf6a4d-37a6-4c2d-b6cb-dfd8618e50d6,18cd5b92-d2c7-44c4-be1e-ee76bddf90f7,,2026-03-05 15:19:22.001,qr_a6a6218e
aeebd851-e6da-43d7-b8b4-69a0f856f7c5,544f6cd5-5878-402f-9adf-570847a79696,c477818f-9cc3-47b7-9a8e-f596f39db643,,2026-03-16 15:19:22.001,qr_b60bb61c
fba5172b-958a-42e2-a32a-4016cb54fd46,5db7d277-984a-486a-8b2c-9b5948345a6d,c477818f-9cc3-47b7-9a8e-f596f39db643,,2026-02-18 15:19:22.002,qr_1415989d
8ed08369-ae46-4e59-af1a-7459de975654,43a0fe9d-2407-4be8-94db-299355410786,eba557ce-e134-4eab-b7e4-dec55e027c6b,,2026-03-12 15:19:22.003,qr_c1e6af10
9b5f3424-4150-4cce-8417-0fb85438fcc8,544f6cd5-5878-402f-9adf-570847a79696,724764e7-ff07-470c-b57a-99c5236e77ee,,2026-02-20 15:19:22.004,qr_d1297562
5dd4e624-6b6f-47e0-9cb2-2545b3c921ab,b5ed048e-87ea-4e0e-b843-70a8c3800821,db5552dd-91c6-49c0-bdbb-a6ad72fe9967,,2026-02-27 15:19:22.005,qr_258c88ee
34a9bd09-6625-469b-83a5-c7211033d1ab,5d877a2c-fecd-4d52-b60c-027c8ce709d2,7b878734-1d4a-4fa9-bd7a-77c3180bf45a,,2026-03-09 15:19:22.006,qr_fc647d23
27a431a0-0b12-4b21-bf36-b04f15615b3f,efa4c015-3136-4a8c-9dcb-7986d2163674,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-03-02 15:19:22.007,qr_3deab62d
4e08aed3-d0ca-443c-8f28-60b0f9d82d1b,0f1fbcba-a49d-4556-a38d-e89e2736f709,ab0a81d1-9e97-44f4-867c-411ba9799bbe,,2026-03-12 15:19:22.008,qr_587a244f
35845318-a2c9-42e7-b73c-039ba5df74d3,50cc7cdb-c012-453f-bd55-cfc143c04a1a,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-03-14 15:19:22.008,qr_75c15438
b9ec35f4-009b-463b-8b37-18ac1627b340,2efa3ce3-3b7d-45a1-a621-4cd17a461aaa,33f7bc74-721f-4500-b374-b89287ea1a83,,2026-02-20 15:19:22.010,qr_0f172f8b
547a6888-753b-4ca8-a67e-b62b006e926b,ac238beb-9d9a-42f9-977c-7e968241ba59,93824d88-2df8-4304-9bb5-862d5a8e0548,,2026-02-21 15:19:22.010,qr_94522b3a
f8abb48b-ab76-45a2-af44-51a5a58fb35e,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,a9bf4219-948f-4957-9e45-5e4949aaa023,,2026-03-08 15:19:22.012,qr_d44d3d8d
570fba1b-c984-4d95-9d5f-0898587f6e06,04316eb6-7108-4e8f-ad21-402bd71bc009,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-02-28 15:19:22.012,qr_5fb73a2c
86d32957-1270-495e-96c6-8502f417cf24,04703585-1f4d-4f1e-8ef9-bdde517013c2,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,,2026-03-16 15:19:22.013,qr_66ad2f73
2405e3fa-2f68-4ba4-a41a-15324d01c585,82b86e28-380b-49a1-b39f-71fe625a8c30,eba557ce-e134-4eab-b7e4-dec55e027c6b,,2026-02-18 15:19:22.014,qr_db954312
3cdc1f19-921b-4ce3-a289-706648a1c24a,1713704d-bca8-4eef-bfe3-26e07ab2b811,867f0884-1b6f-4505-90e9-9177f1fdcb17,,2026-02-20 15:19:22.015,qr_e3774ea9
dd0a1260-9f71-4d8a-8d41-e2f2d17d27ea,2de5ebdf-3cc8-4789-ba23-39749abc265a,eb2d4d28-07e0-4e07-9d91-0a1969555ae9,,2026-02-27 15:19:22.016,qr_0ff4d308
4874a672-e794-428e-b679-8f2c432f5bff,d34480a3-d6fa-4d5f-8525-7e6b8eca7dd1,b1ec34d9-b435-41d5-859f-0d3786111920,,2026-03-13 15:19:22.017,qr_18d0bf0c
1a000d18-3d91-4b87-a841-a6772f6f4492,eeabf25d-0b51-41f3-9790-3cde3dd052ce,d45ccda3-7a54-4539-9841-03584afff27f,,2026-02-17 15:19:22.018,qr_fd96fe9f
a512ee11-9417-4d86-9255-fd2b67b5eaa3,4dc0f433-b40f-450f-ab5f-d6b81a23779b,a418507d-2dda-4574-b28f-a7944c7b99fe,,2026-02-24 15:19:22.018,qr_cd2338bc
0d156628-ef41-40db-b150-d10c2668eefe,b5dc73f3-d386-47b1-af5d-75e80b4e8ab7,db5552dd-91c6-49c0-bdbb-a6ad72fe9967,,2026-02-19 15:19:22.019,qr_c04fcb5f
fd56c39e-a5ac-4ba2-b435-4abaf5a612bb,4fac1881-cc71-495d-a004-d77eca388801,359761bb-19e4-4f0e-a4cd-760261b19dc5,,2026-02-18 15:19:22.020,qr_b5b40128
bf832024-93d8-46f5-af6b-13a1be1c9c81,9e9a9a25-204b-4c05-b378-252fb40a0f16,93824d88-2df8-4304-9bb5-862d5a8e0548,,2026-02-17 15:19:22.020,qr_924b0f9d
0393f621-0772-4577-bbe9-4a6b8b9dc5bb,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,8ab136db-af7e-4428-a861-1d9c21aad10e,,2026-02-23 15:19:22.021,qr_dd382e61
8e5dadda-46c1-4961-9eb6-ce01c6d29521,4c40b937-f059-476c-ad8b-7720810c0e42,149dca0c-2d06-402a-a468-0d667c3f9728,,2026-03-03 15:19:22.022,qr_a3a04ea1
fc170bde-d2a2-4901-b095-d54a57c19c94,3e760ba7-bdbf-475b-96de-909113eab75f,9d534d4e-dc03-49d5-bc71-56dfe3fd6914,,2026-02-22 15:19:22.023,qr_145daced
dfba9333-4934-4747-aaf5-05eab73738a8,952f67ab-b948-48a4-8c56-abc73d5ef2d4,753d1fa8-d7c2-4240-80b1-7b875fbac6f7,,2026-03-07 15:19:22.024,qr_0ee6a3fd
d1e9c3ca-6575-4572-bb39-46a9fc2fcafb,e3842d3b-61c1-4097-bc78-5052a269e064,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-03-15 15:19:22.025,qr_99c38e7e
3d3694e2-4d87-43d3-b768-de24e354a051,d86195b9-4233-4cc6-865e-cb5795b5c8a9,d6413f44-7949-4eca-9f13-1ad1e6b8395d,,2026-02-22 15:19:22.026,qr_8033a4dc
0a919d4f-1a3c-47cf-9128-a28a313e6476,3e760ba7-bdbf-475b-96de-909113eab75f,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,,2026-03-04 15:19:22.027,qr_28ea966b
2802719b-3cee-43ef-a8e3-4917f1d02f6d,f90791e3-62d3-4448-832c-58e6a9b762c2,867f0884-1b6f-4505-90e9-9177f1fdcb17,,2026-03-12 15:19:22.028,qr_24e812ce
66100f22-b71c-4480-8d02-5c3a2eb77212,08451ca8-2fb6-45a5-8029-f7df481edc36,867f0884-1b6f-4505-90e9-9177f1fdcb17,,2026-03-04 15:19:22.029,qr_fa6460f2
3b4b182e-809d-409b-a9fd-0d44f211e5e8,81f417cb-ce9d-4fa2-b08e-6f898e1edbeb,9009c29d-cd16-4a41-8ca4-87e78cabe5b4,,2026-02-26 15:19:22.030,qr_e95e103f
27f235ff-4ec4-417f-b280-8bae6e253a06,1c6992ed-af51-4232-998b-23c8e70b652c,ace01c06-4677-40cd-bb1d-0ce2e8630fef,,2026-02-23 15:19:22.031,qr_59ff5db6
ce1d702b-70b3-4293-a861-28ddcea49c33,4fac1881-cc71-495d-a004-d77eca388801,7b878734-1d4a-4fa9-bd7a-77c3180bf45a,,2026-03-12 15:19:22.032,qr_58735396
124f80a5-f401-42fe-95a7-1923d16051f3,a91dac93-377c-48e1-97b0-4eb3b61e53a3,8ae1627b-fab3-402f-813a-1ba81dfee355,,2026-03-18 15:19:22.033,qr_64c09e40
884c721f-da35-4d59-8e82-e8a6e275b896,c73880b0-8c40-4b5c-aae9-8d81004c8326,33f7bc74-721f-4500-b374-b89287ea1a83,,2026-02-24 15:19:22.033,qr_15e54a03
ab509704-c9cf-496d-9a75-bde0ea053d03,eebf0298-9f3f-42bd-a1ef-02207c69ab72,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-02-23 15:19:22.034,qr_929cfa6e
89aeca0e-2685-400e-b2c5-a459391912e4,3e760ba7-bdbf-475b-96de-909113eab75f,273915ba-cb64-45ea-8921-f1a49234eb3e,,2026-03-04 15:19:22.035,qr_4b5b3743
c0faaea1-139b-43e0-acb4-f1afa1032401,04703585-1f4d-4f1e-8ef9-bdde517013c2,a418507d-2dda-4574-b28f-a7944c7b99fe,,2026-03-01 15:19:22.036,qr_8e7a434f
0b978d0f-718c-4e6b-83d0-bf0e664d4b4d,4c699e1a-e949-4914-a420-0b295837f783,6f381af7-99fb-4d73-907e-001929f58a62,,2026-03-03 15:19:22.037,qr_3fcc230c
337b2cb2-3612-4c2f-b965-b79a4380d1d6,a3b2735e-8f22-4d93-bf4d-bb98f0cd9572,d5dfcb90-4f5c-4ce0-9225-e0ce92aea046,,2026-03-18 15:19:22.038,qr_4e220d04
845716a0-4535-4775-b015-41fb1ce12888,cffaf07c-5e91-4c30-bf7f-63779a296454,9d6b03e7-6dd6-4592-9eeb-d9e3bd85567d,,2026-03-15 15:19:22.038,qr_c91568f2
6d35f54e-5ffa-49d2-a136-f1900c6c4af6,9e9a9a25-204b-4c05-b378-252fb40a0f16,359761bb-19e4-4f0e-a4cd-760261b19dc5,,2026-03-06 15:19:22.039,qr_5591f96d
e0e9a710-2c2f-4636-a8d2-d75eaa915713,0f1fbcba-a49d-4556-a38d-e89e2736f709,c477818f-9cc3-47b7-9a8e-f596f39db643,,2026-02-25 15:19:22.040,qr_44e10172
dd635032-1cae-4604-ac25-b73ccaf8f5ad,4c40b937-f059-476c-ad8b-7720810c0e42,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,,2026-03-07 15:19:22.041,qr_b9a5d922
fb8ea980-20c1-4e10-81eb-a76599f8c521,a91dac93-377c-48e1-97b0-4eb3b61e53a3,076677af-ae78-4f4d-a0a4-fed320324add,,2026-02-24 15:19:22.042,qr_0e1cf82a
9be54adb-7613-4e60-ba44-0eaf815ac3b7,2efa3ce3-3b7d-45a1-a621-4cd17a461aaa,d45ccda3-7a54-4539-9841-03584afff27f,,2026-02-25 15:19:22.043,qr_da82e3bb
96ff12df-a616-4d61-b5ad-aae3dcac7e4b,35637bf2-1c66-4a9f-a7e5-c49114d0198b,3e022a2a-06fe-4cfc-a1b5-af39afbc799b,,2026-03-04 15:19:22.043,qr_4c8b3b42
213a2ad0-078e-48b7-8f3a-6a06c40bb427,34e8dde8-ebdf-495f-81df-934a49797b36,9009c29d-cd16-4a41-8ca4-87e78cabe5b4,,2026-03-09 15:19:22.044,qr_be6109f7
116c2c7a-3fbd-4918-8bfd-518c1c24764c,e41e510f-147e-43cb-9ff9-a884822442c7,0cb1256f-a596-4972-9538-58c4d7998883,,2026-02-27 15:19:22.045,qr_982a86e3
007a5f8a-b620-4ab2-9b4a-c498757b5b89,4a3adbd6-19d6-4408-91ca-63119a4d4218,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,,2026-02-22 15:19:22.046,qr_aa723f3c
9b6530cb-42b9-4920-88d2-461ad66fb7b9,43041815-e118-4049-a65c-928ce5079c0d,9cc8f230-8eb7-4baf-91aa-3476c5da3768,,2026-03-12 15:19:22.047,qr_4a8084c5
fbdbb4d2-7731-4593-b173-4e83583d9a54,b5ed048e-87ea-4e0e-b843-70a8c3800821,17421e06-2d29-46bf-b4cc-96fdd85e0723,,2026-03-11 15:19:22.047,qr_0c2342b2
fc331ad2-76b4-4100-9e79-93ef8468d899,c029ea2d-2f55-4b11-8d50-7f9289803c42,b2f30c04-b73c-4323-84be-b1c906a48557,,2026-03-18 15:19:22.048,qr_eade2c95
85ba18c3-22d4-423e-901f-f5cd0dca25f5,874cceda-d069-4356-a666-dae3f04f8f0b,4fa771ca-11d2-4a7d-830a-809082703291,,2026-03-18 15:19:22.049,qr_0c2c5a5e
cf3025a0-6f7e-43bc-a9e4-e19d26204017,be6d4ef9-3e24-4aa6-9581-fdcf554bf0ac,b1ec34d9-b435-41d5-859f-0d3786111920,,2026-03-12 15:19:22.050,qr_16ec408b
cbd2d14d-1f20-4e6b-a0e1-e12c8d774d29,a203669c-7093-4f11-a613-0eca13d0958f,076677af-ae78-4f4d-a0a4-fed320324add,,2026-02-18 15:19:22.050,qr_d4da7748
44c25bf8-0752-4a56-a066-c82f180cb61e,2efa3ce3-3b7d-45a1-a621-4cd17a461aaa,17421e06-2d29-46bf-b4cc-96fdd85e0723,,2026-02-20 15:19:22.051,qr_f9ce22b4
c3e292b1-fa87-47cc-8074-ed1e5afcbc72,be351f36-e076-4db6-a66e-2b2c4b249567,428b7470-f951-4db9-8ed8-1bb45798c15b,,2026-03-13 15:19:22.052,qr_f3e23317
